,Team,OFFENSE: Pts/Poss,OFFENSE: eFG%,OFFENSE: TOV%,OFFENSE: ORB%,OFFENSE: FT Rate,DEFENSE: Pts/Poss,DEFENSE: eFG%,DEFENSE: TOV%,DEFENSE: ORB%,DEFENSE: FT Rate,year,team_year,eFG%,Loc eFG%,Rim,Short Mid,Long Mid,All Mid,Corner Three,Non Corner,All Three,Pts/Poss,HALFCOURT: Pts/Play,HALFCOURT: OREB%,HALFCOURT: % of Plays,PUTBACKS: Pts/Miss,PUTBACKS: Plays/Miss,PUTBACKS: Pts/Play,ALL TRANSITION: Pts+/Poss,ALL TRANSITION: Freq,ALL TRANSITION: Pts/Play,OFF STEALS: Pts+/Poss,OFF STEALS: Freq,OFF STEALS: Pts/Play,OFF LIVE REBOUNDS: Pts+/Poss,OFF LIVE REBOUNDS: Freq,OFF LIVE REBOUNDS: Pts/Play
147,Dallas,105.1,0.506,0.128,0.19699999999999998,17.9,108.6,0.532,0.161,0.253,21.8,2017,Dallas 2017,0.506,0.506,0.615,0.44299999999999995,0.40399999999999997,0.42,0.365,0.35600000000000004,0.358,105.1,93.3,0.198,0.865,11.4,9.8,114.7,1.2,0.098,113.4,0.6,0.423,117.5,0.5,0.182,111.9
148,Sacramento,107.1,0.519,0.154,0.24100000000000002,22.2,111.4,0.53,0.146,0.263,22.7,2017,Sacramento 2017,0.519,0.516,0.613,0.396,0.40700000000000003,0.402,0.418,0.373,0.385,107.1,93.3,0.244,0.821,15.8,14.1,109.8,1.8,0.134,114.3,1.3,0.5660000000000001,127.8,0.5,0.25,107.3
149,New York,107.7,0.498,0.14300000000000002,0.292,18.7,112.0,0.514,0.132,0.29100000000000004,21.6,2017,New York 2017,0.498,0.513,0.5720000000000001,0.414,0.425,0.42,0.426,0.331,0.354,107.7,90.9,0.287,0.794,19.6,18.7,100.8,2.0,0.146,114.4,1.0,0.578,121.5,1.2,0.295,112.6
150,Phoenix,106.5,0.494,0.154,0.28800000000000003,22.9,112.2,0.527,0.14800000000000002,0.26899999999999996,26.4,2017,Phoenix 2017,0.494,0.515,0.603,0.414,0.38,0.396,0.324,0.34299999999999997,0.337,106.5,86.2,0.293,0.752,22.8,19.6,112.5,3.9,0.191,122.9,1.9,0.621,136.2,1.8,0.40299999999999997,116.5
151,LA Lakers,106.4,0.504,0.154,0.273,19.4,112.4,0.542,0.147,0.266,21.5,2017,LA Lakers 2017,0.504,0.52,0.604,0.39,0.392,0.391,0.376,0.34600000000000003,0.354,106.4,87.1,0.282,0.773,19.5,17.1,111.9,4.1,0.175,126.5,2.4,0.639,146.8,1.6,0.35600000000000004,116.8
152,Orlando,104.9,0.493,0.13699999999999998,0.257,18.7,110.9,0.523,0.134,0.259,20.2,2017,Orlando 2017,0.493,0.512,0.602,0.41200000000000003,0.40399999999999997,0.408,0.302,0.34299999999999997,0.335,104.9,88.7,0.244,0.789,14.8,14.0,102.4,2.9,0.16699999999999998,117.8,1.7,0.623,135.4,1.3,0.342,111.7
153,Philadelphia,102.8,0.502,0.17,0.258,19.8,109.4,0.515,0.153,0.27899999999999997,23.6,2017,Philadelphia 2017,0.502,0.528,0.606,0.385,0.35700000000000004,0.37200000000000005,0.409,0.33,0.344,102.8,86.7,0.265,0.8009999999999999,17.6,15.5,111.9,2.5,0.154,117.4,1.6,0.5670000000000001,133.2,0.7,0.302,108.6
154,Brooklyn,103.6,0.508,0.16399999999999998,0.223,22.4,111.1,0.517,0.132,0.26899999999999996,21.5,2017,Brooklyn 2017,0.508,0.532,0.588,0.41200000000000003,0.377,0.4,0.37799999999999995,0.33299999999999996,0.34299999999999997,103.6,89.2,0.22399999999999998,0.799,15.4,13.5,112.2,2.4,0.16399999999999998,117.4,1.5,0.598,137.4,0.9,0.331,110.9
155,Average,108.4,0.524,0.146,0.254,19.4,108.4,0.524,0.146,0.254,19.4,2018,Average 2018,0.524,0.527,0.631,0.39899999999999997,0.40399999999999997,0.401,0.39299999999999996,0.359,0.36700000000000005,108.4,93.4,0.258,0.8,18.1,16.1,110.1,2.8,0.153,120.7,1.6,0.612,133.7,1.2,0.28800000000000003,114.5
156,Houston,114.8,0.557,0.141,0.24100000000000002,23.7,105.8,0.524,0.15,0.23800000000000002,17.1,2018,Houston 2018,0.556,0.552,0.6459999999999999,0.365,0.465,0.40299999999999997,0.39799999999999996,0.359,0.369,114.8,100.1,0.262,0.804,16.2,14.3,110.9,3.9,0.158,129.1,1.8,0.562,137.7,2.0,0.287,125.6
157,Toronto,113.5,0.541,0.13699999999999998,0.263,20.2,105.6,0.504,0.146,0.259,21.1,2018,Toronto 2018,0.541,0.535,0.648,0.423,0.41,0.418,0.384,0.35600000000000004,0.364,113.5,97.7,0.27,0.802,19.5,16.5,115.5,3.4,0.152,123.6,1.6,0.575,134.9,1.6,0.29,118.3
158,Golden State,113.9,0.575,0.153,0.22899999999999998,19.6,106.7,0.506,0.14400000000000002,0.275,18.5,2018,Golden State 2018,0.574,0.521,0.684,0.462,0.467,0.465,0.39799999999999996,0.4,0.4,113.9,101.5,0.22699999999999998,0.759,18.6,16.3,111.1,3.8,0.203,122.5,1.5,0.62,132.2,2.3,0.415,119.7
159,Philadelphia,109.6,0.542,0.165,0.27699999999999997,20.1,104.4,0.495,0.14300000000000002,0.25,21.9,2018,Philadelphia 2018,0.541,0.525,0.6729999999999999,0.38299999999999995,0.423,0.4,0.39799999999999996,0.371,0.376,109.6,93.9,0.276,0.7809999999999999,21.8,18.7,113.0,3.0,0.165,120.3,1.6,0.633,132.0,1.4,0.297,114.8
160,Utah,107.9,0.53,0.154,0.244,20.3,103.6,0.509,0.155,0.233,19.0,2018,Utah 2018,0.529,0.532,0.645,0.37200000000000005,0.401,0.385,0.41700000000000004,0.35100000000000003,0.371,107.9,92.9,0.25,0.8190000000000001,16.7,14.6,112.0,3.2,0.14300000000000002,125.7,1.6,0.585,131.7,1.6,0.247,122.5
161,Boston,107.5,0.521,0.14300000000000002,0.244,18.8,103.4,0.49700000000000005,0.147,0.251,19.0,2018,Boston 2018,0.521,0.526,0.595,0.376,0.435,0.40299999999999997,0.413,0.374,0.38299999999999995,107.5,94.0,0.24600000000000002,0.8109999999999999,16.9,15.2,108.4,2.0,0.141,115.4,1.3,0.611,125.4,0.6,0.251,108.9
162,Oklahoma City,110.2,0.518,0.142,0.304,19.7,107.0,0.53,0.165,0.258,19.4,2018,Oklahoma City 2018,0.518,0.5329999999999999,0.618,0.39399999999999996,0.381,0.386,0.377,0.35700000000000004,0.36200000000000004,110.2,93.0,0.301,0.7659999999999999,20.7,19.0,105.2,3.0,0.182,116.8,2.0,0.648,130.5,1.2,0.344,112.2
163,Minnesota,113.3,0.526,0.129,0.273,22.8,110.7,0.541,0.156,0.266,18.7,2018,Minnesota 2018,0.526,0.513,0.6629999999999999,0.43799999999999994,0.406,0.423,0.397,0.35200000000000004,0.363,113.3,96.6,0.278,0.818,20.8,17.4,117.3,3.1,0.126,128.4,2.1,0.5820000000000001,143.4,1.0,0.21899999999999997,117.6
164,San Antonio,107.7,0.509,0.136,0.266,18.9,105.2,0.513,0.146,0.245,17.0,2018,San Antonio 2018,0.508,0.512,0.635,0.41100000000000003,0.4,0.406,0.4,0.342,0.35600000000000004,107.7,91.6,0.27,0.825,19.2,15.8,118.9,2.4,0.121,122.5,1.4,0.522,135.1,0.9,0.215,114.3
165,Portland,108.4,0.511,0.138,0.268,19.2,106.3,0.507,0.131,0.24100000000000002,19.3,2018,Portland 2018,0.511,0.526,0.5820000000000001,0.405,0.42200000000000004,0.413,0.37799999999999995,0.364,0.366,108.4,93.5,0.271,0.8240000000000001,19.5,16.9,112.0,1.9,0.11900000000000001,117.7,1.0,0.5670000000000001,123.9,0.8,0.20600000000000002,112.5
166,New Orleans,109.3,0.547,0.146,0.22699999999999998,18.4,107.2,0.513,0.141,0.258,17.4,2018,New Orleans 2018,0.546,0.529,0.652,0.45899999999999996,0.40299999999999997,0.436,0.40399999999999997,0.35700000000000004,0.369,109.3,96.2,0.228,0.807,18.1,14.1,126.1,2.7,0.155,121.5,1.4,0.593,131.0,1.3,0.294,117.6
167,Indiana,109.3,0.528,0.138,0.256,17.4,107.4,0.528,0.162,0.264,17.3,2018,Indiana 2018,0.528,0.521,0.624,0.42,0.431,0.426,0.42700000000000005,0.36,0.376,109.3,93.3,0.255,0.7959999999999999,16.6,15.1,107.1,4.1,0.161,128.1,2.3,0.67,136.9,1.7,0.28300000000000003,121.6
168,Denver,112.1,0.539,0.153,0.28800000000000003,19.8,110.5,0.542,0.141,0.249,17.3,2018,Denver 2018,0.5379999999999999,0.532,0.634,0.413,0.405,0.41,0.419,0.365,0.374,112.1,94.4,0.295,0.789,22.5,18.9,116.0,3.8,0.156,127.8,2.1,0.64,142.4,1.7,0.293,120.9
169,Washington,108.6,0.527,0.149,0.262,19.6,107.8,0.523,0.154,0.254,21.4,2018,Washington 2018,0.526,0.514,0.6409999999999999,0.428,0.414,0.42100000000000004,0.379,0.377,0.377,108.6,93.2,0.267,0.7979999999999999,18.5,17.0,106.3,3.4,0.153,125.3,2.0,0.638,139.6,1.4,0.282,118.4
170,Cleveland,112.7,0.5489999999999999,0.139,0.233,21.5,112.0,0.545,0.136,0.253,16.6,2018,Cleveland 2018,0.5479999999999999,0.535,0.684,0.366,0.405,0.386,0.408,0.361,0.374,112.7,98.9,0.243,0.7929999999999999,16.2,14.8,107.5,3.3,0.166,123.7,1.6,0.594,140.7,1.6,0.345,116.1
171,Miami,107.0,0.524,0.149,0.248,17.2,106.4,0.511,0.146,0.243,21.8,2018,Miami 2018,0.523,0.532,0.636,0.386,0.375,0.381,0.389,0.359,0.36700000000000005,107.0,93.3,0.253,0.82,15.2,14.3,103.8,2.3,0.139,117.5,1.4,0.5710000000000001,131.8,0.9,0.258,110.4
172,Charlotte,109.3,0.512,0.129,0.255,23.4,109.1,0.536,0.138,0.225,16.4,2018,Charlotte 2018,0.511,0.522,0.612,0.40700000000000003,0.365,0.387,0.369,0.38,0.37799999999999995,109.3,93.2,0.263,0.8,19.6,17.3,110.3,3.5,0.145,126.6,1.5,0.593,134.8,2.1,0.278,124.2
173,LA Clippers,109.8,0.527,0.15,0.27399999999999997,22.3,110.0,0.524,0.141,0.268,20.3,2018,LA Clippers 2018,0.527,0.54,0.631,0.395,0.38,0.389,0.33899999999999997,0.36,0.355,109.8,94.1,0.294,0.7959999999999999,21.6,17.9,118.6,1.8,0.156,113.3,1.1,0.615,123.8,0.7,0.304,109.4
174,Detroit,107.2,0.514,0.138,0.255,16.9,107.4,0.528,0.154,0.247,17.3,2018,Detroit 2018,0.514,0.523,0.617,0.371,0.40399999999999997,0.385,0.385,0.376,0.37799999999999995,107.2,91.1,0.256,0.7809999999999999,19.4,17.7,106.9,3.3,0.162,122.2,1.8,0.596,139.0,1.5,0.32,115.7
175,Milwaukee,109.3,0.534,0.142,0.23,22.0,109.6,0.53,0.161,0.27699999999999997,22.0,2018,Milwaukee 2018,0.5329999999999999,0.531,0.645,0.41200000000000003,0.425,0.418,0.406,0.34299999999999997,0.36,109.3,95.9,0.235,0.78,16.1,14.6,108.8,3.4,0.184,121.3,2.1,0.687,135.4,1.4,0.35100000000000003,114.9
176,LA Lakers,106.5,0.521,0.155,0.265,19.1,107.7,0.517,0.14,0.257,19.1,2018,LA Lakers 2018,0.521,0.537,0.637,0.374,0.371,0.373,0.402,0.34299999999999997,0.353,106.5,90.0,0.267,0.768,21.3,17.7,117.5,3.1,0.18600000000000003,118.5,1.9,0.695,137.1,1.2,0.361,111.2
177,Dallas,105.9,0.516,0.127,0.20800000000000002,16.6,109.1,0.537,0.142,0.237,19.3,2018,Dallas 2018,0.515,0.523,0.621,0.39799999999999996,0.4,0.39899999999999997,0.418,0.353,0.365,105.9,93.7,0.21600000000000003,0.8370000000000001,15.0,13.4,110.0,1.4,0.11900000000000001,113.6,1.3,0.5379999999999999,133.0,0.0,0.218,103.4
178,Brooklyn,106.8,0.516,0.151,0.243,19.9,110.7,0.518,0.124,0.259,20.2,2018,Brooklyn 2018,0.516,0.534,0.618,0.385,0.35600000000000004,0.376,0.365,0.35700000000000004,0.359,106.8,93.0,0.247,0.8079999999999999,17.1,15.2,110.4,1.7,0.14300000000000002,113.7,1.2,0.6709999999999999,131.3,0.4,0.28,105.8
179,New York,106.9,0.515,0.15,0.27699999999999997,17.0,111.0,0.527,0.135,0.259,20.9,2018,New York 2018,0.515,0.513,0.63,0.43200000000000005,0.4,0.41600000000000004,0.408,0.349,0.361,106.9,91.3,0.27399999999999997,0.8059999999999999,19.8,17.6,109.9,2.6,0.13699999999999998,119.6,1.3,0.619,131.0,1.2,0.265,114.5
180,Orlando,105.3,0.514,0.14800000000000002,0.23399999999999999,18.1,110.3,0.529,0.145,0.272,18.7,2018,Orlando 2018,0.514,0.524,0.6559999999999999,0.368,0.389,0.377,0.361,0.35200000000000004,0.354,105.3,91.4,0.231,0.8109999999999999,13.7,13.5,99.8,2.8,0.151,120.3,1.6,0.607,131.6,1.3,0.299,114.8
181,Memphis,104.5,0.504,0.158,0.258,20.3,110.9,0.531,0.154,0.268,25.8,2018,Memphis 2018,0.504,0.532,0.597,0.365,0.39799999999999996,0.381,0.354,0.359,0.358,104.5,89.2,0.266,0.813,16.7,15.4,106.1,2.3,0.14,119.2,1.4,0.608,129.7,0.7,0.271,111.8
182,Atlanta,104.5,0.514,0.159,0.24600000000000002,18.2,111.1,0.54,0.154,0.275,18.5,2018,Atlanta 2018,0.514,0.531,0.612,0.35100000000000003,0.413,0.38299999999999995,0.43,0.34,0.364,104.5,90.0,0.25,0.8170000000000001,16.4,14.7,109.2,2.6,0.13699999999999998,121.2,2.0,0.578,146.1,0.6,0.264,107.4
183,Chicago,103.8,0.498,0.14300000000000002,0.24100000000000002,16.3,111.2,0.544,0.136,0.221,18.7,2018,Chicago 2018,0.498,0.524,0.59,0.384,0.39,0.386,0.381,0.354,0.359,103.8,89.8,0.243,0.795,14.8,15.3,93.7,1.9,0.159,114.6,1.1,0.657,122.6,0.7,0.287,108.8
184,Sacramento,103.5,0.505,0.145,0.245,14.1,111.2,0.544,0.15,0.253,20.2,2018,Sacramento 2018,0.505,0.509,0.622,0.38799999999999996,0.396,0.392,0.41200000000000003,0.37200000000000005,0.382,103.5,88.5,0.247,0.8140000000000001,16.3,15.2,104.9,2.6,0.14,120.5,1.5,0.588,130.4,1.0,0.262,114.7
185,Phoenix,103.1,0.49700000000000005,0.158,0.26,20.3,112.9,0.535,0.133,0.262,21.4,2018,Phoenix 2018,0.49700000000000005,0.53,0.598,0.392,0.371,0.38299999999999995,0.364,0.33299999999999996,0.34,103.1,87.9,0.267,0.7809999999999999,18.7,17.6,103.6,1.7,0.171,111.9,1.5,0.674,131.5,0.3,0.342,105.3
186,Average,110.6,0.527,0.14,0.259,19.9,110.6,0.527,0.14,0.259,19.9,2019,Average 2019,0.527,0.531,0.629,0.40299999999999997,0.405,0.40399999999999997,0.38299999999999995,0.353,0.36,110.6,94.7,0.263,0.7979999999999999,19.1,17.0,109.6,2.6,0.153,122.7,1.5,0.639,134.2,1.1,0.28800000000000003,117.4
187,Milwaukee,114.9,0.5539999999999999,0.132,0.23800000000000002,19.9,105.8,0.507,0.13,0.22899999999999998,16.1,2019,Milwaukee 2019,0.5539999999999999,0.547,0.667,0.386,0.38799999999999996,0.386,0.37799999999999995,0.35200000000000004,0.35700000000000004,114.9,100.3,0.23800000000000002,0.782,16.3,15.2,105.0,3.7,0.185,126.2,1.7,0.662,138.1,2.0,0.342,122.2
188,Golden State,116.5,0.5710000000000001,0.14,0.24600000000000002,18.7,108.7,0.509,0.133,0.26,20.2,2019,Golden State 2019,0.5710000000000001,0.522,0.682,0.43799999999999994,0.478,0.45899999999999996,0.428,0.382,0.392,116.5,102.2,0.243,0.8,17.2,15.1,111.2,3.5,0.159,128.5,1.5,0.586,140.4,2.0,0.308,124.9
189,Utah,111.4,0.542,0.15,0.262,22.0,104.7,0.506,0.13699999999999998,0.22699999999999998,18.6,2019,Utah 2019,0.5429999999999999,0.5429999999999999,0.6509999999999999,0.361,0.414,0.379,0.381,0.35700000000000004,0.364,111.4,95.9,0.272,0.805,20.7,18.0,112.7,2.4,0.142,123.2,1.7,0.613,136.9,0.7,0.248,115.2
190,Toronto,113.5,0.546,0.13699999999999998,0.24600000000000002,20.0,107.3,0.511,0.15,0.263,18.8,2019,Toronto 2019,0.546,0.532,0.6409999999999999,0.433,0.439,0.435,0.42700000000000005,0.34600000000000003,0.37,113.5,96.4,0.25,0.7759999999999999,19.3,16.3,116.4,4.7,0.182,132.2,2.1,0.68,140.2,2.7,0.342,129.1
191,Houston,115.5,0.545,0.134,0.254,22.1,110.8,0.526,0.153,0.28800000000000003,20.8,2019,Houston 2019,0.544,0.546,0.639,0.396,0.413,0.4,0.373,0.354,0.359,115.5,100.5,0.267,0.815,15.6,14.8,103.4,2.8,0.142,124.6,1.3,0.5770000000000001,130.6,1.3,0.262,120.7
192,Portland,114.8,0.531,0.136,0.29600000000000004,21.2,110.4,0.52,0.124,0.245,19.6,2019,Portland 2019,0.531,0.534,0.605,0.41600000000000004,0.44299999999999995,0.429,0.35600000000000004,0.36200000000000004,0.361,114.8,97.6,0.298,0.8190000000000001,22.0,19.5,109.5,2.6,0.121,127.3,1.4,0.606,140.9,1.0,0.21600000000000003,119.1
193,Boston,112.1,0.537,0.128,0.244,17.3,107.9,0.519,0.152,0.26,20.0,2019,Boston 2019,0.537,0.524,0.643,0.428,0.43200000000000005,0.429,0.34,0.376,0.368,112.1,97.0,0.23399999999999999,0.794,16.7,14.7,110.9,3.4,0.161,127.6,2.1,0.701,140.9,1.1,0.28,117.4
194,Oklahoma City,110.5,0.518,0.133,0.285,19.1,106.7,0.526,0.161,0.248,20.6,2019,Oklahoma City 2019,0.518,0.536,0.622,0.379,0.368,0.375,0.375,0.345,0.354,110.5,92.8,0.29600000000000004,0.759,21.4,19.7,105.4,2.6,0.19399999999999998,117.5,1.6,0.6829999999999999,130.2,1.1,0.358,113.2
195,Denver,112.9,0.531,0.138,0.297,17.7,109.3,0.524,0.13699999999999998,0.247,19.5,2019,Denver 2019,0.531,0.527,0.632,0.439,0.405,0.429,0.396,0.34600000000000003,0.35600000000000004,112.9,95.3,0.308,0.792,21.2,19.1,107.7,2.4,0.152,121.3,1.4,0.6459999999999999,129.6,1.1,0.27699999999999997,117.3
196,Indiana,110.0,0.531,0.139,0.255,18.4,107.1,0.522,0.162,0.266,18.2,2019,Indiana 2019,0.531,0.527,0.621,0.42200000000000004,0.405,0.413,0.428,0.36200000000000004,0.379,110.0,93.8,0.255,0.805,19.3,15.4,122.4,3.0,0.15,123.9,1.9,0.6579999999999999,133.9,1.0,0.255,116.7
197,Philadelphia,112.2,0.535,0.14800000000000002,0.268,24.4,109.6,0.515,0.124,0.244,20.5,2019,Philadelphia 2019,0.535,0.527,0.6579999999999999,0.40700000000000003,0.391,0.4,0.371,0.364,0.366,112.2,95.7,0.27399999999999997,0.7829999999999999,22.8,19.3,115.0,2.8,0.163,122.7,1.6,0.6709999999999999,136.2,1.2,0.31,117.6
198,San Antonio,113.5,0.5379999999999999,0.12,0.228,19.4,111.5,0.532,0.124,0.242,17.4,2019,San Antonio 2019,0.5379999999999999,0.5,0.6559999999999999,0.456,0.42700000000000005,0.442,0.465,0.384,0.401,113.5,100.0,0.22699999999999998,0.8390000000000001,17.0,14.8,112.3,2.5,0.115,129.4,1.0,0.5479999999999999,136.1,1.5,0.218,126.9
199,Orlando,109.4,0.523,0.135,0.248,16.8,108.4,0.519,0.132,0.228,18.5,2019,Orlando 2019,0.523,0.521,0.638,0.41200000000000003,0.39899999999999997,0.406,0.386,0.35700000000000004,0.363,109.4,93.8,0.254,0.816,18.4,16.2,111.2,2.2,0.135,124.1,1.2,0.583,136.4,1.0,0.259,118.1
200,LA Clippers,112.4,0.5329999999999999,0.141,0.251,25.9,111.7,0.518,0.127,0.265,22.6,2019,LA Clippers 2019,0.532,0.528,0.604,0.41200000000000003,0.4,0.408,0.419,0.389,0.396,112.4,97.1,0.248,0.8009999999999999,19.0,16.5,112.6,3.0,0.152,124.1,1.4,0.667,135.3,1.5,0.297,119.7
201,Detroit,109.5,0.514,0.142,0.275,19.7,109.3,0.529,0.14400000000000002,0.24100000000000002,21.0,2019,Detroit 2019,0.514,0.534,0.61,0.369,0.419,0.387,0.386,0.341,0.354,109.5,92.9,0.27699999999999997,0.807,19.2,18.5,100.8,2.3,0.135,122.4,1.3,0.5820000000000001,135.0,1.1,0.261,117.3
202,Brooklyn,109.7,0.524,0.147,0.26899999999999996,21.3,109.9,0.516,0.132,0.268,19.3,2019,Brooklyn 2019,0.524,0.5379999999999999,0.612,0.374,0.397,0.381,0.38299999999999995,0.354,0.36,109.7,94.9,0.272,0.804,17.9,17.0,102.2,2.0,0.146,117.3,1.0,0.64,125.6,1.0,0.28800000000000003,113.8
203,Miami,107.6,0.516,0.151,0.281,17.3,107.8,0.512,0.14400000000000002,0.258,20.3,2019,Miami 2019,0.516,0.532,0.626,0.386,0.358,0.377,0.376,0.344,0.353,107.6,91.0,0.285,0.804,20.5,19.0,104.2,1.5,0.14,114.4,1.1,0.561,128.9,0.4,0.26,107.3
204,Sacramento,110.1,0.526,0.129,0.256,17.7,110.9,0.534,0.154,0.27399999999999997,20.7,2019,Sacramento 2019,0.526,0.525,0.629,0.38,0.395,0.386,0.40399999999999997,0.38,0.385,110.1,92.6,0.26,0.752,20.3,18.4,107.4,4.2,0.196,127.6,2.3,0.735,144.7,1.8,0.38299999999999995,120.7
205,Charlotte,111.9,0.517,0.122,0.255,20.6,112.8,0.54,0.13699999999999998,0.257,18.0,2019,Charlotte 2019,0.517,0.5329999999999999,0.59,0.39799999999999996,0.428,0.409,0.408,0.345,0.359,111.9,95.8,0.259,0.804,17.1,15.7,106.3,2.8,0.149,124.3,1.6,0.62,139.7,1.1,0.293,116.6
206,New Orleans,111.6,0.532,0.14300000000000002,0.271,19.5,112.8,0.534,0.13,0.26,19.3,2019,New Orleans 2019,0.532,0.5329999999999999,0.647,0.426,0.368,0.408,0.35600000000000004,0.34600000000000003,0.348,111.6,95.9,0.27699999999999997,0.799,22.0,18.5,115.8,1.6,0.151,115.5,1.2,0.635,129.4,0.4,0.287,108.9
207,Dallas,109.9,0.523,0.142,0.256,21.8,111.5,0.526,0.129,0.254,19.4,2019,Dallas 2019,0.523,0.532,0.648,0.39299999999999996,0.377,0.387,0.381,0.34,0.349,109.9,95.0,0.264,0.815,18.9,16.7,111.0,1.5,0.132,114.7,1.2,0.609,131.4,0.3,0.251,107.4
208,LA Lakers,108.3,0.53,0.151,0.257,18.0,109.8,0.518,0.13699999999999998,0.264,19.4,2019,LA Lakers 2019,0.531,0.5429999999999999,0.647,0.375,0.401,0.386,0.34299999999999997,0.336,0.33799999999999997,108.3,92.1,0.266,0.768,19.9,17.7,109.5,2.6,0.18899999999999997,118.6,1.7,0.718,134.1,0.9,0.371,112.9
209,Minnesota,111.5,0.515,0.132,0.28,21.1,113.2,0.54,0.146,0.28,19.0,2019,Minnesota 2019,0.515,0.523,0.63,0.392,0.402,0.397,0.384,0.348,0.35700000000000004,111.5,93.3,0.281,0.809,21.8,18.5,114.2,2.8,0.134,127.2,1.5,0.606,134.0,1.4,0.24,124.7
210,Washington,111.0,0.534,0.13699999999999998,0.242,20.4,113.9,0.551,0.153,0.28300000000000003,20.1,2019,Washington 2019,0.534,0.536,0.669,0.40299999999999997,0.391,0.397,0.366,0.337,0.344,111.0,95.6,0.248,0.785,19.3,17.0,110.8,3.1,0.165,124.7,1.4,0.6509999999999999,132.3,1.6,0.325,121.5
211,Memphis,106.1,0.511,0.14300000000000002,0.231,20.9,109.2,0.524,0.156,0.263,23.6,2019,Memphis 2019,0.511,0.525,0.618,0.408,0.401,0.405,0.36200000000000004,0.341,0.34700000000000003,106.1,91.7,0.23800000000000002,0.825,16.4,14.7,109.8,2.0,0.133,121.5,1.2,0.56,129.3,0.8,0.24100000000000002,117.8
212,Atlanta,107.7,0.523,0.16399999999999998,0.272,19.0,114.5,0.547,0.142,0.267,23.8,2019,Atlanta 2019,0.523,0.545,0.607,0.37200000000000005,0.371,0.37200000000000005,0.391,0.344,0.35700000000000004,107.7,91.6,0.27,0.77,20.4,19.1,103.3,2.2,0.175,117.6,0.9,0.713,119.4,1.2,0.34700000000000003,116.3
213,Chicago,104.9,0.506,0.14300000000000002,0.228,18.3,113.7,0.545,0.133,0.256,18.9,2019,Chicago 2019,0.506,0.526,0.595,0.41,0.38,0.39799999999999996,0.397,0.34299999999999997,0.35600000000000004,104.9,90.6,0.242,0.8220000000000001,15.1,13.9,106.8,2.0,0.13699999999999998,120.3,1.6,0.643,137.7,0.5,0.24600000000000002,111.2
214,Phoenix,105.7,0.517,0.154,0.233,20.1,115.2,0.5489999999999999,0.154,0.302,23.8,2019,Phoenix 2019,0.517,0.527,0.632,0.42200000000000004,0.409,0.41700000000000004,0.33299999999999996,0.33399999999999996,0.33399999999999996,105.7,90.6,0.23199999999999998,0.795,18.2,15.6,113.0,2.5,0.161,122.5,1.7,0.6809999999999999,134.4,0.7,0.315,112.7
215,Cleveland,107.8,0.505,0.14,0.271,18.5,117.7,0.565,0.129,0.258,18.1,2019,Cleveland 2019,0.505,0.521,0.594,0.39399999999999996,0.40399999999999997,0.39799999999999996,0.36200000000000004,0.36,0.36,107.8,90.0,0.27399999999999997,0.807,20.3,17.7,112.1,2.6,0.135,123.8,1.4,0.618,135.4,1.4,0.278,119.7
216,New York,104.2,0.49,0.141,0.255,20.2,114.7,0.537,0.131,0.271,20.8,2019,New York 2019,0.49,0.529,0.5760000000000001,0.366,0.387,0.376,0.349,0.342,0.34299999999999997,104.2,88.0,0.261,0.804,19.7,17.7,108.6,1.8,0.138,117.5,1.2,0.657,130.4,0.7,0.262,112.7
217,Average,110.9,0.532,0.14400000000000002,0.254,20.2,110.9,0.532,0.14400000000000002,0.254,20.2,2020,Average 2020,0.532,0.535,0.635,0.401,0.408,0.40299999999999997,0.39,0.355,0.363,110.9,95.2,0.259,0.804,19.3,16.9,111.0,2.5,0.147,122.8,1.5,0.636,135.3,1.0,0.273,117.0
218,Milwaukee,113.1,0.555,0.142,0.226,20.5,103.2,0.494,0.134,0.20800000000000002,17.9,2020,Milwaukee 2020,0.555,0.539,0.677,0.40700000000000003,0.479,0.43200000000000005,0.386,0.35100000000000003,0.359,113.1,99.5,0.228,0.782,17.8,15.8,110.1,2.7,0.185,121.0,1.3,0.621,135.2,1.4,0.35,116.3
219,Boston,113.6,0.532,0.136,0.271,21.0,106.7,0.511,0.154,0.256,21.6,2020,Boston 2020,0.532,0.534,0.621,0.402,0.418,0.408,0.386,0.364,0.369,113.6,96.8,0.28600000000000003,0.7879999999999999,20.3,18.6,105.7,2.6,0.157,122.5,1.7,0.6409999999999999,135.2,0.8,0.27899999999999997,115.4
220,LA Clippers,114.2,0.536,0.141,0.267,23.8,107.7,0.509,0.139,0.249,20.0,2020,LA Clippers 2020,0.535,0.532,0.631,0.42200000000000004,0.402,0.414,0.39,0.364,0.371,114.2,98.2,0.275,0.7929999999999999,19.8,18.3,105.2,2.9,0.158,123.7,1.9,0.657,146.8,0.8,0.29,112.2
221,Toronto,111.0,0.535,0.145,0.24,21.1,105.3,0.506,0.16699999999999998,0.263,20.3,2020,Toronto 2020,0.535,0.5479999999999999,0.612,0.369,0.361,0.36700000000000005,0.379,0.373,0.374,111.0,94.5,0.23600000000000002,0.775,17.8,15.4,112.8,3.6,0.184,125.3,1.8,0.657,137.8,1.9,0.34,121.1
